Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A804731,Bowtie,09/18/2019 11:36:00 AM,09/18/2019 11:36:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Pointer Mix,White/Brown,Bowtie,09/27/2019 03:43:00 PM,09/27/2019 03:43:00 PM,02/18/2018,Dog,Intact Male,1 year,Pointer Mix,White/Brown,0.0
A808878,*Jane,11/15/2019 02:09:00 PM,11/15/2019 02:09:00 PM,1505 Charolais Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull,Black/White,*Jane,12/03/2019 02:21:00 PM,12/03/2019 02:21:00 PM,11/15/2018,Dog,Intact Female,1 year,Pit Bull,Black/White,0.0
A689155,Sparkly,09/30/2014 11:01:00 AM,09/30/2014 11:01:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,13 years,Domestic Shorthair Mix,Blue Tabby/White,Sparkly,10/19/2014 05:23:00 PM,10/19/2014 05:23:00 PM,09/30/2001,Cat,Spayed Female,13 years,Domestic Shorthair Mix,Blue Tabby/White,0.0
A800099,,07/16/2019 11:52:00 AM,07/16/2019 11:52:00 AM,8225 North Fm 620 in Austin (TX),Public Assist,Normal,Other,Unknown,1 year,Cold Water,Black,,07/20/2019 09:55:00 AM,07/20/2019 09:55:00 AM,07/16/2018,Other,Unknown,1 year,Cold Water,Black,1.0
A758216,,09/12/2017 06:57:00 PM,09/12/2017 06:57:00 PM,3235 E Martin Luther King Jr Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Calico,,09/17/2017 06:06:00 PM,09/17/2017 06:06:00 PM,06/12/2017,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico,0.0
A756195,,08/15/2017 03:06:00 PM,08/15/2017 03:06:00 PM,1156 W Cesar Chavez in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Great Pyrenees Mix,White,,08/15/2017 03:07:00 PM,08/15/2017 03:07:00 PM,05/15/2017,Dog,Intact Male,3 months,Great Pyrenees Mix,White,0.0
A739429,Princess,12/03/2016 09:36:00 AM,12/03/2016 09:36:00 AM,14300 Cummins Way in Manor (TX),Stray,Other,Dog,Intact Female,5 years,Pit Bull Mix,Black/White,Princess,12/06/2016 01:10:00 PM,12/06/2016 01:10:00 PM,12/06/2010,Dog,Intact Female,6 years,Pit Bull Mix,Black/White,0.0
A722351,Bentley,03/15/2016 11:33:00 AM,03/15/2016 11:33:00 AM,14300 Fm 969 in Webberville (TX),Stray,Normal,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/White,Bentley,03/19/2016 03:39:00 PM,03/19/2016 03:39:00 PM,03/15/2013,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/White,0.0
A725878,,05/03/2016 03:40:00 PM,05/03/2016 03:40:00 PM,4801 Monterey Oaks Blvd in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby,,05/06/2016 10:49:00 AM,05/06/2016 10:49:00 AM,05/03/2014,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby,0.0
A778165,,08/09/2018 01:34:00 PM,08/09/2018 01:34:00 PM,11700 Uplands Ridge in Austin (TX),Stray,Nursing,Cat,Unknown,2 weeks,Domestic Medium Hair Mix,White/Cream,,08/09/2018 05:38:00 PM,08/09/2018 05:38:00 PM,07/25/2018,Cat,Unknown,2 weeks,Domestic Medium Hair Mix,White/Cream,0.0
A809800,,12/01/2019 04:01:00 PM,12/01/2019 04:01:00 PM,2311 Wirtz Ave in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund/Chihuahua Shorthair,Brown/White,,12/06/2019 06:14:00 PM,12/06/2019 06:14:00 PM,12/01/2018,Dog,Neutered Male,1 year,Dachshund/Chihuahua Shorthair,Brown/White,0.0
A773269,Pearl,05/29/2018 05:40:00 PM,05/29/2018 05:40:00 PM,12203 Waterford Run Way in Manor (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Cream/White,Pearl,06/04/2018 06:37:00 PM,06/04/2018 06:37:00 PM,05/29/2017,Dog,Spayed Female,1 year,Labrador Retriever Mix,Cream/White,0.0
A772039,Loca,05/13/2018 11:45:00 PM,05/13/2018 11:45:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Blue/White,Loca,05/15/2018 06:42:00 PM,05/15/2018 06:42:00 PM,05/13/2016,Dog,Intact Female,2 years,Pit Bull Mix,Blue/White,0.0
A693035,Schmellow,11/30/2014 04:44:00 PM,11/30/2014 04:44:00 PM,14311 Juniper Trl. in Leander (TX),Stray,Normal,Dog,Intact Female,5 years,Beagle Mix,White/Brown,Schmellow,12/06/2014 05:33:00 PM,12/06/2014 05:33:00 PM,11/30/2009,Dog,Spayed Female,5 years,Beagle Mix,White/Brown,0.0
A770430,Jake,03/16/2019 06:13:00 PM,03/16/2019 06:13:00 PM,208 Deen Avenue in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd/Labrador Retriever,Black/Tan,Jake,03/30/2019 02:47:00 PM,03/30/2019 02:47:00 PM,01/19/2018,Dog,Neutered Male,1 year,German Shepherd/Labrador Retriever,Black/Tan,0.0
A764390,,12/29/2017 11:30:00 AM,12/29/2017 11:30:00 AM,Willow Springs Road And East Alpine Road in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Pit Bull Mix,White/Black,,01/03/2018 09:12:00 PM,01/03/2018 09:12:00 PM,10/19/2017,Dog,Spayed Female,2 months,Pit Bull Mix,White/Black,0.0
A787117,Zulu,01/07/2019 07:13:00 PM,01/07/2019 07:13:00 PM,6607 South Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie,Zulu,01/14/2019 05:39:00 PM,01/14/2019 05:39:00 PM,11/14/2018,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie,0.0
A786286,Lucky,12/21/2018 12:19:00 PM,12/21/2018 12:19:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Australian Shepherd Mix,Black,Lucky,12/27/2018 12:16:00 PM,12/27/2018 12:16:00 PM,12/21/2016,Dog,Spayed Female,2 years,Australian Shepherd Mix,Black,0.0
A743577,Bjorn,02/12/2017 11:45:00 PM,02/12/2017 11:45:00 PM,10701 Research in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,German Shepherd Mix,Tan/Brown,Bjorn,02/20/2017 01:48:00 PM,02/20/2017 01:48:00 PM,02/13/2015,Dog,Intact Female,2 years,German Shepherd Mix,Tan/Brown,0.0
A679692,*Ruby,08/05/2014 06:45:00 PM,08/05/2014 06:45:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,*Ruby,08/06/2014 03:52:00 PM,08/06/2014 03:52:00 PM,05/24/2012,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,0.0
A757137,,08/30/2017 02:45:00 PM,08/30/2017 02:45:00 PM,7903 Taza Trl in Austin (TX),Stray,Injured,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Calico,,08/30/2017 03:25:00 PM,08/30/2017 03:25:00 PM,06/15/2017,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Calico,1.0
A774816,Jamie,06/20/2018 04:23:00 PM,06/20/2018 04:23:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Seal Point,Jamie,07/05/2018 07:01:00 PM,07/05/2018 07:01:00 PM,12/20/2016,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Seal Point,0.0
A750697,Milo,05/31/2017 12:08:00 PM,05/31/2017 12:08:00 PM,4501 Belfield in Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Maltese/Toy Poodle,White,Milo,06/09/2017 07:17:00 PM,06/09/2017 07:17:00 PM,05/30/2015,Dog,Neutered Male,2 years,Maltese/Toy Poodle,White,0.0
A767103,Monique,02/23/2018 03:11:00 PM,02/23/2018 03:11:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Siamese,Seal Point,Monique,02/27/2018 03:03:00 PM,02/27/2018 03:03:00 PM,02/23/2016,Cat,Spayed Female,2 years,Siamese,Seal Point,0.0
A734163,*Ash,09/02/2016 12:22:00 PM,09/02/2016 12:22:00 PM,3400 South Congress in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Orange Tabby,*Ash,09/28/2016 08:37:00 AM,09/28/2016 08:37:00 AM,07/18/2016,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Orange Tabby,0.0
A727057,*Georgie,05/17/2016 04:43:00 PM,05/17/2016 04:43:00 PM,Rutland Dr And Quail Valley Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,*Georgie,07/09/2016 08:29:00 PM,07/09/2016 08:29:00 PM,04/10/2016,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A700946,Buddy,04/21/2015 03:56:00 PM,04/21/2015 03:56:00 PM,6717 Adair Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair/Rat Terrier,Tricolor,Buddy,05/04/2015 01:14:00 PM,05/04/2015 01:14:00 PM,04/21/2014,Dog,Neutered Male,1 year,Chihuahua Shorthair/Rat Terrier,Tricolor,0.0
A803915,Oreo,09/08/2019 01:11:00 PM,09/08/2019 01:11:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Australian Cattle Dog,Black/White,Oreo,11/07/2019 12:00:00 AM,11/07/2019 12:00:00 AM,09/08/2016,Dog,Intact Male,3 years,Australian Cattle Dog,Black/White,0.0
A755276,,07/31/2017 06:01:00 PM,07/31/2017 06:01:00 PM,Wentworth And Loyola in Austin (TX),Stray,Normal,Dog,Intact Female,7 years,Pomeranian Mix,Tan,,08/02/2017 11:22:00 AM,08/02/2017 11:22:00 AM,08/01/2010,Dog,Intact Female,7 years,Pomeranian Mix,Tan,0.0
A711186,Jody,10/27/2018 02:42:00 PM,10/27/2018 02:42:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,10 years,Rat Terrier/Chihuahua Shorthair,White,Jody,12/04/2018 11:39:00 AM,12/04/2018 11:39:00 AM,09/04/2008,Dog,Neutered Male,10 years,Rat Terrier/Chihuahua Shorthair,White,0.0
A778676,,08/18/2018 04:29:00 PM,08/18/2018 04:29:00 PM,1704 Quarter Boot Cove in Austin (TX),Stray,Normal,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,,08/22/2018 02:14:00 PM,08/22/2018 02:14:00 PM,05/18/2018,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A725497,*Dory,04/29/2016 04:30:00 PM,04/29/2016 04:30:00 PM,1000 E 41St St in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Labrador Retriever Mix,Brown,*Dory,05/10/2016 11:45:00 AM,05/10/2016 11:45:00 AM,04/30/2009,Dog,Spayed Female,7 years,Labrador Retriever Mix,Brown,0.0
A607884,Kylie,11/13/2014 03:45:00 PM,11/13/2014 03:45:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,8 years,Border Collie Mix,Black/White,Kylie,11/16/2014 04:21:00 PM,11/16/2014 04:21:00 PM,08/18/2006,Dog,Spayed Female,8 years,Border Collie Mix,Black/White,0.0
A686049,,08/15/2014 06:48:00 PM,08/15/2014 06:48:00 PM,12901 N Ih 35 #1100 in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,08/16/2014 08:43:00 AM,08/16/2014 08:43:00 AM,08/15/2013,Other,Unknown,1 year,Bat Mix,Brown,1.0
A741561,Max,01/03/2017 06:23:00 PM,01/03/2017 06:23:00 PM,Sendero Hills Parkway And Martin Luther King Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd Mix,White,Max,01/05/2017 11:56:00 AM,01/05/2017 11:56:00 AM,01/03/2016,Dog,Intact Male,1 year,German Shepherd Mix,White,0.0
A699139,*Brannan,03/23/2015 11:44:00 AM,03/23/2015 11:44:00 AM,5800 Techni Center Dr in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby,*Brannan,05/12/2015 01:59:00 PM,05/12/2015 01:59:00 PM,02/23/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A721866,Danner,03/06/2016 11:41:00 AM,03/06/2016 11:41:00 AM,Leander (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Australian Cattle Dog Mix,Tan/White,Danner,03/08/2016 04:36:00 PM,03/08/2016 04:36:00 PM,01/06/2016,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Tan/White,0.0
A757096,,08/29/2017 04:44:00 PM,08/29/2017 04:44:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Brown/White,,09/01/2017 12:44:00 PM,09/01/2017 12:44:00 PM,06/29/2017,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Brown/White,0.0
A746654,,04/06/2017 11:40:00 AM,04/06/2017 11:40:00 AM,15512 Ozone Pl in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Dachshund Mix,Red/White,,04/10/2017 05:38:00 PM,04/10/2017 05:38:00 PM,04/06/2014,Dog,Neutered Male,3 years,Dachshund Mix,Red/White,0.0
A796489,Amulet,06/02/2019 12:20:00 PM,06/02/2019 12:20:00 PM,Pflugerville (TX),Owner Surrender,Normal,Dog,Spayed Female,11 years,Doberman Pinsch,Black/Tan,Amulet,06/08/2019 05:52:00 PM,06/08/2019 05:52:00 PM,02/02/2008,Dog,Spayed Female,11 years,Doberman Pinsch,Black/Tan,0.0
A695129,,01/09/2015 02:31:00 PM,01/09/2015 02:31:00 PM,8105 Research Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,,01/10/2015 09:00:00 AM,01/10/2015 09:00:00 AM,01/09/2013,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,0.0
A632131,Heidi,12/11/2016 12:46:00 PM,12/11/2016 12:46:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Beagle Mix,Tan,Heidi,05/24/2017 09:17:00 AM,05/24/2017 09:17:00 AM,05/12/2012,Dog,Spayed Female,5 years,Beagle Mix,Tan,0.0
A610074,Precious,05/03/2016 12:17:00 PM,05/03/2016 12:17:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,5 years,Siamese Mix,Seal Point,Precious,06/28/2016 03:18:00 PM,06/28/2016 03:18:00 PM,05/03/2011,Cat,Spayed Female,5 years,Siamese Mix,Seal Point,0.0
A801368,Darla,08/03/2019 11:59:00 AM,08/03/2019 11:59:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,7 years,Domestic Medium Hair Mix,Blue/White,Darla,09/21/2019 12:51:00 PM,09/21/2019 12:51:00 PM,08/03/2012,Cat,Spayed Female,7 years,Domestic Medium Hair Mix,Blue/White,0.0
A792996,,04/18/2019 10:52:00 AM,04/18/2019 10:52:00 AM,Veterans Drive And Lake Austin Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,2 weeks,Anatol Shepherd/German Shepherd,Tan/White,,04/18/2019 01:37:00 PM,04/18/2019 01:37:00 PM,03/30/2019,Dog,Intact Female,2 weeks,Anatol Shepherd/German Shepherd,Tan/White,0.0
A773747,Max,11/14/2018 07:44:00 PM,11/14/2018 07:44:00 PM,3412 Webberville Road in Austin (TX),Public Assist,Normal,Dog,Neutered Male,3 years,Boxer Mix,Tan,Max,11/25/2018 12:30:00 PM,11/25/2018 12:30:00 PM,06/05/2015,Dog,Neutered Male,3 years,Boxer Mix,Tan,0.0
A722986,,03/24/2016 05:11:00 PM,03/24/2016 05:11:00 PM,1420 W Wells Branch Pkwy in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat Mix,Brown,,03/24/2016 05:18:00 PM,03/24/2016 05:18:00 PM,03/24/2014,Other,Unknown,2 years,Bat Mix,Brown,1.0
A710333,*Ricki,08/21/2015 04:13:00 PM,08/21/2015 04:13:00 PM,4511 Lucksinger Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White,*Ricki,09/21/2015 03:54:00 PM,09/21/2015 03:54:00 PM,07/06/2015,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black/White,0.0
A780158,,09/10/2018 01:52:00 PM,09/10/2018 01:52:00 PM,11100 Plumewood Drive in Austin (TX),Stray,Normal,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Brown Tabby/White,,09/14/2018 05:00:00 PM,09/14/2018 05:00:00 PM,03/10/2018,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A777309,*Dougie,07/26/2018 04:24:00 PM,07/26/2018 04:24:00 PM,4020 Caldwell Lane in Del Valle (TX),Stray,Normal,Dog,Neutered Male,10 years,Doberman Pinsch Mix,Black/Brown,*Dougie,08/05/2018 02:08:00 PM,08/05/2018 02:08:00 PM,07/26/2008,Dog,Neutered Male,10 years,Doberman Pinsch Mix,Black/Brown,0.0
A791490,*June,03/26/2019 12:59:00 PM,03/26/2019 12:59:00 PM,2803 Jadewood Court in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Brown Brindle/White,*June,04/04/2019 09:16:00 PM,04/04/2019 09:16:00 PM,09/26/2017,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle/White,0.0
A807372,Schnapps,10/24/2019 11:41:00 AM,10/24/2019 11:41:00 AM,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,8 years,Dachshund/Chihuahua Shorthair,Tan/White,Schnapps,10/25/2019 01:00:00 PM,10/25/2019 01:00:00 PM,10/24/2011,Dog,Neutered Male,8 years,Dachshund/Chihuahua Shorthair,Tan/White,0.0
A753879,Susie,07/12/2017 09:09:00 AM,07/12/2017 09:09:00 AM,8312 North Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black/White,Susie,08/08/2017 06:45:00 PM,08/08/2017 06:45:00 PM,07/12/2015,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black/White,0.0
A729250,*Trinity,06/15/2016 11:44:00 AM,06/15/2016 11:44:00 AM,12416 Cielo Grande St in Travis (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,*Trinity,06/28/2016 12:00:00 AM,06/28/2016 12:00:00 AM,04/15/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,0.0
A738671,Kylie,11/19/2016 11:17:00 AM,11/19/2016 11:17:00 AM,W Slaughter Ln And Manchaca Rd in Austin (TX),Stray,Normal,Cat,Intact Female,7 months,Domestic Shorthair Mix,Tortie,Kylie,11/20/2016 11:20:00 AM,11/20/2016 11:20:00 AM,04/07/2016,Cat,Intact Female,7 months,Domestic Shorthair Mix,Tortie,0.0
A763383,,12/08/2017 07:10:00 PM,12/08/2017 07:10:00 PM,5625 Alomar Cove in Del Valle (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,,12/12/2017 03:55:00 PM,12/12/2017 03:55:00 PM,10/08/2017,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,0.0
A704726,* Joanie,06/08/2015 12:37:00 PM,06/08/2015 12:37:00 PM,S Pleasant Valley Rd And Anken Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,8 years,Border Collie Mix,Black,* Joanie,07/05/2015 01:59:00 PM,07/05/2015 01:59:00 PM,06/08/2007,Dog,Spayed Female,8 years,Border Collie Mix,Black,0.0
A739765,Bella,12/06/2016 09:18:00 PM,12/06/2016 09:18:00 PM,4808 Brook Crest in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Great Pyrenees Mix,White/Tan,Bella,12/13/2016 11:29:00 AM,12/13/2016 11:29:00 AM,09/20/2016,Dog,Intact Female,2 months,Great Pyrenees Mix,White/Tan,0.0
A806685,245 Grams,10/14/2019 01:15:00 PM,10/14/2019 01:15:00 PM,9822 Thaxton Road in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Blue/White,245 Grams,10/14/2019 04:40:00 PM,10/14/2019 04:40:00 PM,09/22/2019,Cat,Intact Male,3 weeks,Domestic Shorthair,Blue/White,0.0
A795097,,05/16/2019 10:53:00 AM,05/16/2019 10:53:00 AM,Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Calico,,06/11/2019 04:35:00 PM,06/11/2019 04:35:00 PM,04/08/2019,Cat,Spayed Female,2 months,Domestic Shorthair,Calico,0.0
A794129,Alice,05/04/2019 12:13:00 PM,05/04/2019 12:13:00 PM,Mearns Meadow in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd Mix,Black/Tan,Alice,05/06/2019 01:51:00 PM,05/06/2019 01:51:00 PM,05/04/2017,Dog,Intact Female,2 years,German Shepherd Mix,Black/Tan,0.0
A747592,,04/21/2017 06:31:00 PM,04/21/2017 06:31:00 PM,4402 S Congress Ave in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue Tabby,,04/25/2017 12:00:00 AM,04/25/2017 12:00:00 AM,04/21/2016,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby,0.0
A788550,,02/04/2019 02:34:00 PM,02/04/2019 02:34:00 PM,15450 Fm 1325 in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Shih Tzu Mix,Black/White,,02/08/2019 11:47:00 AM,02/08/2019 11:47:00 AM,02/04/2015,Dog,Intact Female,4 years,Shih Tzu Mix,Black/White,0.0
A770005,,04/14/2018 11:05:00 AM,04/14/2018 11:05:00 AM,9704 Chukar in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,Black,,04/18/2018 12:00:00 AM,04/18/2018 12:00:00 AM,04/14/2017,Cat,Unknown,1 year,Domestic Shorthair Mix,Black,0.0
A695969,Baby Girl,06/07/2015 05:11:00 PM,06/07/2015 05:11:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,Baby Girl,06/27/2015 02:07:00 PM,06/27/2015 02:07:00 PM,01/26/2014,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,0.0
A686235,Razz,08/18/2014 06:54:00 PM,08/18/2014 06:54:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black,Razz,08/31/2014 01:57:00 PM,08/31/2014 01:57:00 PM,08/18/2012,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black,0.0
A752534,,06/23/2017 03:05:00 PM,06/23/2017 03:05:00 PM,Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Raccoon Mix,Black/Gray,,06/23/2017 03:44:00 PM,06/23/2017 03:44:00 PM,06/23/2015,Other,Unknown,2 years,Raccoon Mix,Black/Gray,1.0
A727655,,05/24/2016 12:57:00 PM,05/24/2016 12:57:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie,,06/07/2016 01:53:00 PM,06/07/2016 01:53:00 PM,05/24/2015,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie,0.0
A684923,,07/30/2014 02:04:00 PM,07/30/2014 02:04:00 PM,7131 Wood Hollow Dr in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby/White,,07/31/2014 09:00:00 AM,07/31/2014 09:00:00 AM,03/02/2014,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby/White,0.0
A731276,Doc,07/19/2016 03:44:00 PM,07/19/2016 03:44:00 PM,124 W Anderson Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever/Pit Bull,Black,Doc,07/25/2016 11:47:00 AM,07/25/2016 11:47:00 AM,07/19/2015,Dog,Neutered Male,1 year,Labrador Retriever/Pit Bull,Black,0.0
A762471,,11/21/2017 09:42:00 AM,11/21/2017 09:42:00 AM,4900 Barkbridge Trl in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Cavalier Span/Chihuahua Shorthair,Buff/White,,11/26/2017 07:09:00 PM,11/26/2017 07:09:00 PM,05/21/2016,Dog,Neutered Male,1 year,Cavalier Span/Chihuahua Shorthair,Buff/White,0.0
A462580,Chico,12/30/2015 10:27:00 AM,12/30/2015 10:27:00 AM,2400 Audubon in Austin (TX),Public Assist,Normal,Dog,Neutered Male,11 years,Pit Bull,Brown Brindle/White,Chico,12/06/2014 03:32:00 PM,12/06/2014 03:32:00 PM,10/01/2004,Dog,Neutered Male,10 years,Pit Bull,Brown Brindle/White,0.0
A790693,,03/14/2019 02:30:00 PM,03/14/2019 02:30:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Rhod Ridgeback/Great Dane,Black/White,,03/16/2019 05:07:00 PM,03/16/2019 05:07:00 PM,01/14/2019,Dog,Neutered Male,1 month,Rhod Ridgeback/Great Dane,Black/White,0.0
A713637,,10/10/2015 08:56:00 AM,10/10/2015 08:56:00 AM,12034 Research Blvd #8 in Austin (TX),Stray,Injured,Cat,Spayed Female,2 years,Siamese Mix,Lynx Point,,10/11/2015 09:42:00 AM,10/11/2015 09:42:00 AM,10/10/2013,Cat,Spayed Female,2 years,Siamese Mix,Lynx Point,1.0
A796567,,06/03/2019 11:17:00 AM,06/03/2019 11:17:00 AM,2602 Monarch Drive in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,,06/09/2019 05:25:00 PM,06/09/2019 05:25:00 PM,03/27/2019,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,0.0
A713230,,10/04/2015 01:35:00 PM,10/04/2015 01:35:00 PM,1200 Neans Dr in Austin (TX),Wildlife,Injured,Other,Unknown,6 months,Opossum,Gray,,10/04/2015 01:57:00 PM,10/04/2015 01:57:00 PM,04/04/2015,Other,Unknown,6 months,Opossum,Gray,1.0
A680861,,06/09/2014 11:40:00 AM,06/09/2014 11:40:00 AM,2000 N. Ih35 in Austin (TX),Stray,Normal,Bird,Unknown,2 weeks,Duck,Yellow/Black,,06/10/2014 12:00:00 AM,06/10/2014 12:00:00 AM,05/25/2014,Bird,Unknown,2 weeks,Duck,Yellow/Black,0.0
A684513,Django,07/24/2014 05:25:00 PM,07/24/2014 05:25:00 PM,8305 Steamline Cir in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,Django,08/19/2014 06:41:00 PM,08/19/2014 06:41:00 PM,06/08/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0.0
A777185,Meccah,07/24/2018 03:17:00 PM,07/24/2018 03:17:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Belgian Malinois/Labrador Retriever,Black,Meccah,07/29/2018 12:41:00 PM,07/29/2018 12:41:00 PM,07/24/2014,Dog,Neutered Male,4 years,Belgian Malinois/Labrador Retriever,Black,0.0
